-9.689871,-0.1220534,1.526038,-0.00269622,-0.0396328,0.01798163,1.371724,0.490047,-0.401542,0
-9.660592,-0.1221967,1.53366,-0.004448232,-0.02009894,0.01541835,1.371667,0.4856945,-0.398432,0
-9.660628,-0.1005805,1.548749,-0.009833644,-0.02366284,0.01445676,1.372305,0.4892464,-0.4008753,0
-9.685029,-0.08832248,1.539028,0.0009017,-0.02012938,0.01905479,1.36978,0.4886515,-0.4002775,0
-9.689946,-0.09099957,1.563234,-0.0224602,-0.02296339,0.02154372,1.372065,0.4874812,-0.4023729,0
-9.714329,-0.08589345,1.543619,-0.006397663,-0.01950764,0.03334803,1.369061,0.4861012,-0.3997528,0
-9.719185,-0.1027135,1.53345,-0.004565285,-0.0150109,0.02981244,1.371464,0.4893361,-0.4017499,0
-9.746004,-0.09270921,1.509056,-0.00816651,-0.00974288,0.03162748,1.37189,0.4858554,-0.398216,0
-9.738698,-0.1001447,1.523561,-0.01370895,-0.01890897,0.04942945,1.37218,0.4874132,-0.4008486,0
-9.738725,-0.0881803,1.535996,-0.0208553,-0.01269225,0.0458398,1.371131,0.4862777,-0.3983338,0
-9.73385,-0.0931105,1.543235,-0.0118108,-0.004556143,0.03880108,1.370522,0.4879591,-0.4026032,0
-9.724096,-0.09076539,1.548262,-0.02629501,0.005754623,0.05489111,1.371661,0.48627,-0.3990116,0
-9.724089,-0.09071181,1.543399,-0.01898985,-0.002821951,0.03875636,1.3723,0.487355,-0.4042194,0
-9.728971,-0.07854939,1.538759,-0.01812952,0.005963461,0.04420789,1.372396,0.4863449,-0.4021101,0
-9.716749,-0.0833078,1.529058,-0.02261376,-0.005552558,0.0422901,1.372013,0.4869397,-0.4025554,0
-9.719194,-0.08819547,1.533783,-0.03883909,-0.001348789,0.05115703,1.369678,0.4845164,-0.3979323,0
-9.70942,-0.08085028,1.524332,-0.01454326,0.001557513,0.04419507,1.373322,0.4863961,-0.4002855,0
-9.733831,-0.08324429,1.526435,-0.0279724,-0.008189849,0.03865175,1.372017,0.48503,-0.4008139,0
-9.746019,-0.06851251,1.509611,-0.02978656,0.004152978,0.04232112,1.371431,0.4844095,-0.4027648,0
-9.748444,-0.08297171,1.504387,-0.02801879,0.004108927,0.04591693,1.373191,0.4836122,-0.3994833,0
-9.763112,-0.09769937,1.525775,-0.01721131,0.008650211,0.04245324,1.372564,0.4828254,-0.4018126,0
-9.797328,-0.05662549,1.538495,-0.03161048,-0.01360981,0.04308722,1.372981,0.4807743,-0.3971849,0
-9.802211,-0.07849919,1.547667,-0.03169259,-0.01730658,0.05291204,1.373306,0.4826034,-0.4020786,0
-9.797304,-0.08318828,1.533021,-0.03904713,-0.02120294,0.07342934,1.372876,0.4816878,-0.3968453,0
